key,namespace_l2,value,locale_count,locales
crm.contentCal.catalogSync.conn.dwFeatureML,crm.contentCal,Dw Feature M L,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSync5min,crm.contentCal,Dw Sync5min,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncHour,crm.contentCal,Dw Sync Hour,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncDaily02,crm.contentCal,Dw Sync Daily02,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeatureAutoScale,crm.contentCal,Dw Feature Auto Scale,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeatureTimeTravel,crm.contentCal,Dw Feature Time Travel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSync15min,crm.contentCal,Dw Sync15min,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncDaily03,crm.contentCal,Dw Sync Daily03,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeatureSpectrum,crm.contentCal,Dw Feature Spectrum,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeatureMLBuiltin,crm.contentCal,Dw Feature M L Builtin,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSync30min,crm.contentCal,Dw Sync30min,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncDaily04,crm.contentCal,Dw Sync Daily04,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwFeatureDelta,crm.contentCal,Dw Feature Delta,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncDaily01,crm.contentCal,Dw Sync Daily01,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncWeekly,crm.contentCal,Dw Sync Weekly,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwAuthSA,crm.contentCal,Dw Auth S A,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.statusSyncing,crm.contentCal,Status Syncing,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.statusDisconnected,crm.contentCal,Status Disconnected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwSyncPeriod,crm.contentCal,Dw Sync Period,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.btnDisconnect,crm.contentCal,Disconnect,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwConnectPrompt,crm.contentCal,Dw Connect Prompt,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.connecting,crm.contentCal,Connecting,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.btnConnect,crm.contentCal,Connect,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwTitle,crm.contentCal,Dw Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwDesc,crm.contentCal,Dw,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwBadge1,crm.contentCal,Dw Badge1,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwBadge2,crm.contentCal,Dw Badge2,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwBadge3,crm.contentCal,Dw Badge3,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwBadge4,crm.contentCal,Dw Badge4,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwBadge5,crm.contentCal,Dw Badge5,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwArchTitle,crm.contentCal,Dw Arch Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwArchAd,crm.contentCal,Dw Arch Ad,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwArchCommerce,crm.contentCal,Dw Arch Commerce,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwArchCRM,crm.contentCal,Dw Arch C R M,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.dwArchAnalytics,crm.contentCal,Dw Arch Analytics,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.eventFeed,crm.contentCal,Event Feed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.eventFeedSub,crm.contentCal,Event Feed,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.noEvents,crm.contentCal,No Events,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.crossTabSync,crm.contentCal,Cross Sync,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.connected,crm.contentCal,Connected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.kpiConnected,crm.contentCal,Connected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.badgeRealSync,crm.contentCal,Badge Real Sync,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.badgeSecurity,crm.contentCal,Badge Security,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.kpiTotal,crm.contentCal,Total,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.tabPlatforms,crm.contentCal,Platforms,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.filterAll,crm.contentCal,Filter All,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.filterDisconnected,crm.contentCal,Filter Disconnected,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.noPlatforms,crm.contentCal,No Platforms,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.conn.noPlatformsDesc,crm.contentCal,No Platforms,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.guideTabsTitle,crm.contentCal,Guide Tabs Title,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.catalogSync.contentCal.yearSuffix,crm.contentCal,",",12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.badgeTotalFields,crm.contentCal,Total Fields,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.badgeMetrics,crm.contentCal,Metrics,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.badgeAlertRules,crm.contentCal,Alert Rules,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.badgePlatforms,crm.contentCal,Platforms,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.tabSchemaDesc,crm.contentCal,Field definitions by domain,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.tabPipeline,crm.contentCal,Pipeline,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.tabMetrics,crm.contentCal,Metrics,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.tabMetricsDesc,crm.contentCal,Metrics catalog,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.tabAlerts,crm.contentCal,Alerts,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.tabAlertsDesc,crm.contentCal,Threshold alert rules,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.tabGuideDesc,crm.contentCal,Usage guide,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.ugcInfluencer,crm.contentCal,UGC/Influencer,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.secCampaignHierarchy,crm.contentCal,Campaign Hierarchy,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.secAudienceTarget,crm.contentCal,Audience Targeting,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.secPerfMetrics,crm.contentCal,Performance Metrics,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.secOrder,crm.contentCal,Order Info,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.secSettlement,crm.contentCal,Settlement Info,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.secReturnClaim,crm.contentCal,Returns/Claims,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.secCreatorIdentity,crm.contentCal,Creator Identity,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.secContract,crm.contentCal,Contract Info,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.secContentPerf,crm.contentCal,Content Performance,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.thField,crm.contentCal,Field,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.thType,crm.contentCal,Type,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.thRequired,crm.contentCal,Required,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.thDesc,crm.contentCal,Description,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.thExample,crm.contentCal,Example,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.thTags,crm.contentCal,Tags,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fields,crm.contentCal,fields,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.platforms,crm.contentCal,Platforms,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fEventId,crm.contentCal,Event unique ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fPlatform,crm.contentCal,Platform identifier,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fAccountId,crm.contentCal,Ad account ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fCampaignId,crm.contentCal,Campaign ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fCampaignName,crm.contentCal,Campaign name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fCampaignObj,crm.contentCal,Campaign objective,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fAdsetId,crm.contentCal,Ad set ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fAdsetName,crm.contentCal,Ad set name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fAdId,crm.contentCal,Ad ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fAdName,crm.contentCal,Ad name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fCreativeType,crm.contentCal,Creative type,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fKeywordId,crm.contentCal,Keyword ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fKeywordText,crm.contentCal,Keyword text,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fMatchType,crm.contentCal,Match type,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fAudienceId,crm.contentCal,Audience ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fAudienceType,crm.contentCal,Audience type,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fAgeMin,crm.contentCal,Min age,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fAgeMax,crm.contentCal,Max age,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fGender,crm.contentCal,Gender,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fGeoCountry,crm.contentCal,Country,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fPlacement,crm.contentCal,Placement,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fDeviceType,crm.contentCal,Device type,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fEventDate,crm.contentCal,Event date,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fImpressions,crm.contentCal,Impressions,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fClicks,crm.contentCal,Clicks,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fSpend,crm.contentCal,Spend,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fCurrency,crm.contentCal,Currency,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fConversions,crm.contentCal,Conversions,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fConvValue,crm.contentCal,Conversion value,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fReach,crm.contentCal,Reach,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fFrequency,crm.contentCal,Frequency,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fCtr,crm.contentCal,CTR,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fCpc,crm.contentCal,CPC,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fRoas,crm.contentCal,ROAS,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fOrderId,crm.contentCal,Order ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fOrderDate,crm.contentCal,Order date,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fSku,crm.contentCal,SKU,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fProductName,crm.contentCal,Product name,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fQuantity,crm.contentCal,Quantity,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fSellPrice,crm.contentCal,Sell price,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fGrossSales,crm.contentCal,Gross sales,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fSettleId,crm.contentCal,Settlement ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fPlatformFee,crm.contentCal,Platform fee,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fAdFee,crm.contentCal,Ad fee,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fNetPayout,crm.contentCal,Net payout,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fReturnId,crm.contentCal,Return ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fOrigOrderId,crm.contentCal,Original order ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fReturnReason,crm.contentCal,Return reason,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fReturnStatus,crm.contentCal,Return status,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fRefundAmt,crm.contentCal,Refund amount,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fCreatorId,crm.contentCal,Creator ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fHandle,crm.contentCal,Handle,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fTier,crm.contentCal,Tier,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fContractId,crm.contentCal,Contract ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fContractType,crm.contentCal,Contract type,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fContractStart,crm.contentCal,Contract start,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fContractEnd,crm.contentCal,Contract end,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fEsignStatus,crm.contentCal,E-sign status,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fContentId,crm.contentCal,Content ID,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fContentType,crm.contentCal,Content type,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fViews,crm.contentCal,Views,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fLikes,crm.contentCal,Likes,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fEngRate,crm.contentCal,Engagement rate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.fAttribRevenue,crm.contentCal,Attributed revenue,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeCollect,crm.contentCal,Data Collection,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeNormalize,crm.contentCal,Normalization/Mapping,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeMetricsCalc,crm.contentCal,Metrics Calculation,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeRecommend,crm.contentCal,Recommendations/Alerts,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeAdApi,crm.contentCal,Ad API Collection,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeMarketFile,crm.contentCal,Market File Collection,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeUgcCrawl,crm.contentCal,UGC Crawling,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeFieldMap,crm.contentCal,Field Mapping,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeCreatorUnify,crm.contentCal,Creator Unification,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeDQ,crm.contentCal,Data Quality Check,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeStreamAgg,crm.contentCal,Stream Aggregation,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeBatchAgg,crm.contentCal,Batch Aggregation,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeDerivedMetrics,crm.contentCal,Derived Metrics,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeAnomalyAlert,crm.contentCal,Anomaly Alerts,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.pipeBudgetRealloc,crm.contentCal,Budget Reallocation,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.dataFlowSummary,crm.contentCal,Data Flow Summary,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.flowPlatformApi,crm.contentCal,Platform API,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.flowKafkaS3,crm.contentCal,Kafka / S3,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.flowNormalize,crm.contentCal,Normalize,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.flowBigQuery,crm.contentCal,BigQuery,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.domain,crm.contentCal,Domain,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.metric,crm.contentCal,Metric,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.formula,crm.contentCal,Formula,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.unit,crm.contentCal,Unit,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.alertCondition,crm.contentCal,Alert Condition,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.definedMetrics,crm.contentCal,defined metrics,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.metricsCatalog,crm.contentCal,Metrics Catalog,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.typeDerived,crm.contentCal,Derived,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.typeAggregate,crm.contentCal,Aggregate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.metReturnRate,crm.contentCal,Return Rate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.metSettleRate,crm.contentCal,Settlement Rate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.metCommRate,crm.contentCal,Commission Rate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.metEngRate,crm.contentCal,Engagement Rate,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.metCreatorROI,crm.contentCal,Creator ROI,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.metBlendedROAS,crm.contentCal,Blended ROAS,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.metNetMargin,crm.contentCal,Net Margin,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.priority,crm.contentCal,Priority,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.triggerCondition,crm.contentCal,Trigger Condition,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.action,crm.contentCal,Action,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.channel,crm.contentCal,Channel,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.autoExec,crm.contentCal,Auto Execution,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.immediateAction,crm.contentCal,Immediate Action,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.earlyWarning,crm.contentCal,Early Warning,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.optimization,crm.contentCal,Optimization,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.alertRuleCatalog,crm.contentCal,Alert Rule Catalog,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.ruleROAS2,crm.contentCal,ROAS < 2.0x (sustained 24h+),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.ruleROAS3,crm.contentCal,ROAS < 3.0x (sustained 12h+),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.ruleReturn12,crm.contentCal,Return rate > 12% (weekly),12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
crm.contentCal.ds.ruleOverpay,crm.contentCal,Abnormal settlement overcharge,12,"en,zh-TW,es,fr,de,pt,ru,ar,hi,id,th,vi"
