ko_value,count,sample_path,sample_ja_value,sample_en_value,suggested_ko
3PL Management,1,pages.cmpRow.r13,3PL Management,3PL Management,
Amazon Advanced Operations,1,pages.cmpRow.r14,Amazon Advanced Operations,Amazon Advanced Operations,
Analytics & Performance (Cohort·P&L),1,pages.cmpRow.r15,Analytics & Performance (Cohort·P&L),Analytics & Performance (Cohort·P&L),
AI Rule Engine & Automation,1,pages.cmpRow.r16,AI Rule Engine & Automation,AI Rule Engine & Automation,
1st-Party Pixel,1,pages.cmpRow.r18,1st-Party Pixel,1st-Party Pixel,
Data Pipeline & API,1,pages.cmpRow.r19,Data Pipeline & API,Data Pipeline & API,
AI Ad Creative & Campaign Mgmt,1,pages.cmpRow.r2,AI Ad Creative & Campaign Mgmt,AI Ad Creative & Campaign Mgmt,
Data Product Governance,1,pages.cmpRow.r20,Data Product Governance,Data Product Governance,
BI Reports,1,pages.cmpRow.r21,BI Reports,BI Reports,
Currency Selection (Global),1,pages.cmpRow.r22,Currency Selection (Global),Currency Selection (Global),
Influencer Management,1,pages.cmpRow.r23,Influencer Management,Influencer Management,
Ops Hub (Batch·Reprocess),1,pages.cmpRow.r24,Ops Hub (Batch·Reprocess),Ops Hub (Batch·Reprocess),
Audit Log,1,pages.cmpRow.r25,Audit Log,Audit Log,
Team Management (RBAC),1,pages.cmpRow.r26,Team Management (RBAC),Team Management (RBAC),
Account Count,1,pages.cmpRow.r27,Account Count,Account Count,
Support Type,1,pages.cmpRow.r28,Support Type,Support Type,
AI Forecast (Churn·LTV·Purchase Prob.),1,pages.cmpRow.r3,AI Forecast (Churn·LTV·Purchase Prob.),AI Forecast (Churn·LTV·Purchase Prob.),
Customer Journey Builder,1,pages.cmpRow.r4,Customer Journey Builder,Customer Journey Builder,
AI Segment,1,pages.cmpRow.r5,AI Segment,AI Segment,
Ad & Channel Analytics (ROAS·KPI),1,pages.cmpRow.r6,Ad & Channel Analytics (ROAS·KPI),Ad & Channel Analytics (ROAS·KPI),
Attribution Analysis (Touch Model),1,pages.cmpRow.r7,Attribution Analysis (Touch Model),Attribution Analysis (Touch Model),
Competitor AI Analysis,1,pages.cmpRow.r8,Competitor AI Analysis,Competitor AI Analysis,
Customer CRM (Email/Kakao/SMS),1,pages.cmpRow.r9,Customer CRM (Email/Kakao/SMS),Customer CRM (Email/Kakao/SMS),
Activity History,1,pages.cmpVal.activity_history,Activity History,Activity History,
Advanced Custom,1,pages.cmpVal.advanced_custom,Advanced Custom,Advanced Custom,
Anomaly Detection,1,pages.cmpVal.anomaly_detect,Anomaly Detection,Anomaly Detection,
Auto·Scheduled·Share,1,pages.cmpVal.auto_scheduled_share,Auto·Scheduled·Share,Auto·Scheduled·Share,
Basic Auto-classify,1,pages.cmpVal.basic_auto,Basic Auto-classify,Basic Auto-classify,
Campaign·Settlement,1,pages.cmpVal.campaign_settle,Campaign·Settlement,Campaign·Settlement,
Chat Support,1,pages.cmpVal.chat_support,Chat Support,Chat Support,
Cohort·P&L All,1,pages.cmpVal.cohort_pl,Cohort·P&L All,Cohort·P&L All,
Competitor Compare,1,pages.cmpVal.competitor_compare,Competitor Compare,Competitor Compare,
Conv. Path All,1,pages.cmpVal.conv_path_all,Conv. Path All,Conv. Path All,
Custom·Excel,1,pages.cmpVal.custom_excel,Custom·Excel,Custom·Excel,
Dedicated Manager,1,pages.cmpVal.dedicated_manager,Dedicated Manager,Dedicated Manager,
Dedicated + SLA,1,pages.cmpVal.dedicated_sla,Dedicated + SLA,Dedicated + SLA,
Domestic+Global,1,pages.cmpVal.dom_global,Domestic+Global,Domestic+Global,
Domestic Ad Integration,1,pages.cmpVal.domestic_ads,Domestic Ad Integration,Domestic Ad Integration,
Domestic Core,1,pages.cmpVal.domestic_core,Domestic Core,Domestic Core,
Install & Analysis,1,pages.cmpVal.install_analysis,Install & Analysis,Install & Analysis,
Instant Rollback,1,pages.cmpVal.instant_rollback,Instant Rollback,Instant Rollback,
List·Invite,1,pages.cmpVal.list_invite,List·Invite,List·Invite,
Location & Barcode,1,pages.cmpVal.location_barcode,Location & Barcode,Location & Barcode,
Market Share,1,pages.cmpVal.market_share,Market Share,Market Share,
Notification Basic,1,pages.cmpVal.notification_basic,Notification Basic,Notification Basic,
Notification Send,1,pages.cmpVal.notification_send,Notification Send,Notification Send,
Own History,1,pages.cmpVal.own_history,Own History,Own History,
Owner·Streaming,1,pages.cmpVal.owner_streaming,Owner·Streaming,Owner·Streaming,
Partner API Bidirectional,1,pages.cmpVal.partner_api,Partner API Bidirectional,Partner API Bidirectional,
Performance View,1,pages.cmpVal.perf_view,Performance View,Performance View,
Policy·Review·Listing,1,pages.cmpVal.policy_review,Policy·Review·Listing,Policy·Review·Listing,
RBAC Role Settings,1,pages.cmpVal.rbac_role,RBAC Role Settings,RBAC Role Settings,
Real-time Rate,1,pages.cmpVal.realtime_rate,Real-time Rate,Real-time Rate,
Rule Engine·Writeback,1,pages.cmpVal.rule_writeback,Rule Engine·Writeback,Rule Engine·Writeback,
Schema·Quality View,1,pages.cmpVal.schema_quality_view,Schema·Quality View,Schema·Quality View,
Server-side,1,pages.cmpVal.server_side,Server-side,Server-side,
Trend Forecast,1,pages.cmpVal.trend_forecast,Trend Forecast,Trend Forecast,
Account Performance,1,pages.marketing.accountPerformance,Account Performance,Account Performance,
AI Instant Recommendations,1,pages.marketing.aiRecommend,AI Instant Recommendations,AI Instant Recommendations,
Product Catalog,1,pages.marketing.catalog,Product Catalog,Product Catalog,
Returns Automation Portal,1,pages.marketing.returnsPortal,Returns Automation Portal,Returns Automation Portal,
Supply Chain Visibility,1,pages.marketing.supplyChain,Supply Chain Visibility,Supply Chain Visibility,
View Pricing Plans,1,pages.marketing.upgradalBtn,View Pricing Plans,View Pricing Plans,
This menu is available on paid plans. Upgrade to unlock all expert features.,1,pages.marketing.upgradalDesc,This menu is available on paid plans. Upgrade to unlock all expert features.,This menu is available on paid plans. Upgrade to unlock all expert features.,
Upgrade Notice,1,pages.marketing.upgradalTitle,Upgrade Notice,Upgrade Notice,
Action Label,1,pages.marketingIntel.actionLabel,Action Label,Action Label,
Ad Body,1,pages.marketingIntel.adBody,Ad Body,Ad Body,
Ad Copy,1,pages.marketingIntel.adCopy,Ad Copy,Ad Copy,
Ad Creative Sub,1,pages.marketingIntel.adCreativeSub,Ad Creative Sub,Ad Creative Sub,
Ad Creative Title,1,pages.marketingIntel.adCreativeTitle,Ad Creative Title,Ad Creative Title,
Ad Cta,1,pages.marketingIntel.adCta,Ad Cta,Ad Cta,
⬇ Download,1,pages.marketingIntel.adDownload,⬇ Download,⬇ Download,
Ad Generate,1,pages.marketingIntel.adGenerate,Ad Generate,Ad Generate,
Ad Generating,1,pages.marketingIntel.adGenerating,Ad Generating,Ad Generating,
Ad Hashtags,1,pages.marketingIntel.adHashtags,Ad Hashtags,Ad Hashtags,
Ad Headline,1,pages.marketingIntel.adHeadline,Ad Headline,Ad Headline,
Ad Keyword,1,pages.marketingIntel.adKeyword,Ad Keyword,Ad Keyword,
Ad Keyword Ph,1,pages.marketingIntel.adKeywordPh,Ad Keyword Ph,Ad Keyword Ph,
Ad Keywords,1,pages.marketingIntel.adKeywords,Ad Keywords,Ad Keywords,
Call Volume,1,pages.marketingIntel.admin.callVolume,Call Volume,Call Volume,
Ip Restriction,1,pages.marketingIntel.admin.ipRestriction,Ip Restriction,Ip Restriction,
Session Timeout,1,pages.marketingIntel.admin.sessionTimeout,Session Timeout,Session Timeout,
Tab Billing,1,pages.marketingIntel.admin.tabBilling,Tab Billing,Tab Billing,
Tab General,1,pages.marketingIntel.admin.tabGeneral,Tab General,Tab General,
Tab Integrations,1,pages.marketingIntel.admin.tabIntegrations,Tab Integrations,Tab Integrations,
Tab Workspace,1,pages.marketingIntel.admin.tabWorkspace,Tab Workspace,Tab Workspace,
Two Factor,1,pages.marketingIntel.admin.twoFactor,Two Factor,Two Factor,
Workspace Name,1,pages.marketingIntel.admin.workspaceName,Workspace Name,Workspace Name,
Ad Platform,1,pages.marketingIntel.adPlatform,Ad Platform,Ad Platform,
Ad Product,1,pages.marketingIntel.adProduct,Ad Product,Ad Product,
Ad Product Ph,1,pages.marketingIntel.adProductPh,Ad Product Ph,Ad Product Ph,
Ad Regenerate,1,pages.marketingIntel.adRegenerate,Ad Regenerate,Ad Regenerate,
Ad Result,1,pages.marketingIntel.adResult,Ad Result,Ad Result,
Ad Size,1,pages.marketingIntel.adSize,Ad Size,Ad Size,
Ad Style,1,pages.marketingIntel.adStyle,Ad Style,Ad Style,
Ad Target,1,pages.marketingIntel.adTarget,Ad Target,Ad Target,
Ad Target Ph,1,pages.marketingIntel.adTargetPh,Ad Target Ph,Ad Target Ph,
Ad Tone,1,pages.marketingIntel.adTone,Ad Tone,Ad Tone,
Ai Engine,1,pages.marketingIntel.aiEngine,Ai Engine,Ai Engine,
Ai Engine Desc,1,pages.marketingIntel.aiEngineDesc,Ai Engine Desc,Ai Engine Desc,
Col Detail,1,pages.marketingIntel.auditLog.colDetail,Col Detail,Col Detail,
Export CSV,1,pages.marketingIntel.auditLog.exportCsv,Export CSV,Export Csv,
Filter Action,1,pages.marketingIntel.auditLog.filterAction,Filter Action,Filter Action,
Filter Date,1,pages.marketingIntel.auditLog.filterDate,Filter Date,Filter Date,
Filter User,1,pages.marketingIntel.auditLog.filterUser,Filter User,Filter User,
No Logs,1,pages.marketingIntel.auditLog.noLogs,No Logs,No Logs,
Auto Order Mode,1,pages.marketingIntel.autoOrderMode,Auto Order Mode,Auto Order Mode,
⚙️ Automation Rules List,1,pages.marketingIntel.autoRules,⚙️ Automation Rules List,⚙️ Automation Rules List,
Avg Confidence,1,pages.marketingIntel.avgConfidence,Avg Confidence,Avg Confidence,
Avg Eng Rate,1,pages.marketingIntel.avgEngRate,Avg Eng Rate,Avg Eng Rate,
Badge Ai Rec,1,pages.marketingIntel.badgeAiRec,Badge Ai Rec,Badge Ai Rec,
All Segments,1,pages.marketingIntel.campaignMgr.allSegments,All Segments,All Segments,
Type Automation,1,pages.marketingIntel.campaignMgr.typeAutomation,Type Automation,Type Automation,
Campaign R O I,1,pages.marketingIntel.campaignROI,Campaign R O I,Campaign R O I,
Cart Rate,1,pages.marketingIntel.cartRate,Cart Rate,Cart Rate,
Cart To Buy,1,pages.marketingIntel.cartToBuy,Cart To Buy,Cart To Buy,
Channel Demand,1,pages.marketingIntel.channelDemand,Channel Demand,Channel Demand,
Channel Detail,1,pages.marketingIntel.channelDetail,Channel Detail,Channel Detail,
Condition Line Clicked,1,pages.marketingIntel.conditionLineClicked,Condition Line Clicked,Condition Line Clicked,
Condition Purchased,1,pages.marketingIntel.conditionPurchased,Condition Purchased,Condition Purchased,
Conf Label,1,pages.marketingIntel.confLabel,Conf Label,Conf Label,
Backup History,1,pages.marketingIntel.dbAdmin.backupHistory,Backup History,Backup History,
Backup Now,1,pages.marketingIntel.dbAdmin.backupNow,Backup Now,Backup Now,
Db Connected,1,pages.marketingIntel.dbAdmin.dbConnected,Db Connected,Db Connected,
Last Backup,1,pages.marketingIntel.dbAdmin.lastBackup,Last Backup,Last Backup,
Query Result,1,pages.marketingIntel.dbAdmin.queryResult,Query Result,Query Result,
Run Query,1,pages.marketingIntel.dbAdmin.runQuery,Run Query,Run Query,
Slow Queries,1,pages.marketingIntel.dbAdmin.slowQueries,Slow Queries,Slow Queries,
Tab Backup,1,pages.marketingIntel.dbAdmin.tabBackup,Tab Backup,Tab Backup,
Tab Query,1,pages.marketingIntel.dbAdmin.tabQuery,Tab Query,Tab Query,
Tab Status,1,pages.marketingIntel.dbAdmin.tabStatus,Tab Status,Tab Status,
Total Size,1,pages.marketingIntel.dbAdmin.totalSize,Total Size,Total Size,
Total Tables,1,pages.marketingIntel.dbAdmin.totalTables,Total Tables,Total Tables,
Dim Channel,1,pages.marketingIntel.dimChannel,Dim Channel,Dim Channel,
Content type,1,pages.marketingIntel.dimContent,Content type,Dim Content,
Dim Coupon,1,pages.marketingIntel.dimCoupon,Dim Coupon,Dim Coupon,
Dim Customer,1,pages.marketingIntel.dimCustomer,Dim Customer,Dim Customer,
Dim Device,1,pages.marketingIntel.dimDevice,Dim Device,Dim Device,
Dim Tier,1,pages.marketingIntel.dimTier,Dim Tier,Dim Tier,
Dim Time,1,pages.marketingIntel.dimTime,Dim Time,Dim Time,
Dim Touch,1,pages.marketingIntel.dimTouch,Dim Touch,Dim Touch,
Email Sender Ph,1,pages.marketingIntel.emailSenderPh,Email Sender Ph,Email Sender Ph,
Engagement Trend,1,pages.marketingIntel.engagementTrend,Engagement Trend,Engagement Trend,
Final Cvr,1,pages.marketingIntel.finalCvr,Final Cvr,Final Cvr,
Forecast30d,1,pages.marketingIntel.forecast30d,Forecast30d,Forecast30d,
Forecast30d Total,1,pages.marketingIntel.forecast30dTotal,Forecast30d Total,Forecast30d Total,
Forecast7d Total,1,pages.marketingIntel.forecast7dTotal,Forecast7d Total,Forecast7d Total,
Impression count,1,pages.marketingIntel.funnelImp,Impression count,Impressions,
Funnel Total,1,pages.marketingIntel.funnelTotal,Funnel Total,Funnel Total,
🎯 What you can do with this menu,1,pages.marketingIntel.helpPanel.canDo,🎯 What you can do with this menu,🎯 What you can do with this menu,
Current Page Help,1,pages.marketingIntel.helpPanel.currentPageHelp,Current Page Help,Current Page Help,
Data From,1,pages.marketingIntel.helpPanel.dataFrom,Data From,Data From,
Default Step1,1,pages.marketingIntel.helpPanel.defaultStep1,Default Step1,Default Step1,
Default Step2,1,pages.marketingIntel.helpPanel.defaultStep2,Default Step2,Default Step2,
Default Summary,1,pages.marketingIntel.helpPanel.defaultSummary,Default Summary,Default Summary,
Default Title,1,pages.marketingIntel.helpPanel.defaultTitle,Default Title,Default Title,
Footer Help,1,pages.marketingIntel.helpPanel.footerHelp,Footer Help,Footer Help,
Full Manual,1,pages.marketingIntel.helpPanel.fullManual,Full Manual,Full Manual,
Go Back,1,pages.marketingIntel.helpPanel.goBack,Go Back,Go Back,
Go To Page,1,pages.marketingIntel.helpPanel.goToPage,Go To Page,Go To Page,
"""{{q}}"" — {{n}}help articles",1,pages.marketingIntel.helpPanel.helpResultCount,"""{{q}}"" — {{n}}help articles","""{{q}}"" — {{n}}help articles",
How To Use,1,pages.marketingIntel.helpPanel.howToUse,How To Use,How To Use,
Need More Help,1,pages.marketingIntel.helpPanel.needMoreHelp,Need More Help,Need More Help,
No Help Found,1,pages.marketingIntel.helpPanel.noHelpFound,No Help Found,No Help Found,
📊 Information this menu provides,1,pages.marketingIntel.helpPanel.provides,📊 Information this menu provides,📊 Information this menu provides,
Search Results,1,pages.marketingIntel.helpPanel.searchResult,Search Results,Search Results,
Try Other,1,pages.marketingIntel.helpPanel.tryOther,Try Other,Try Other,
Inf Funnel,1,pages.marketingIntel.infFunnel,Inf Funnel,Inf Funnel,
Add Influencer,1,pages.marketingIntel.influencer.addInfluencer,Add Influencer,Add Influencer,
Ai Loading,1,pages.marketingIntel.influencer.aiLoading,Ai Loading,Ai Loading,
Ai Run,1,pages.marketingIntel.influencer.aiRun,Ai Run,Ai Run,
Ab Collect More,1,pages.marketingIntel.influencer.attrData.abCollectMore,Ab Collect More,Ab Collect More,
Ab Deploy,1,pages.marketingIntel.influencer.attrData.abDeploy,Ab Deploy,Ab Deploy,
Ab Keep Running,1,pages.marketingIntel.influencer.attrData.abKeepRunning,Ab Keep Running,Ab Keep Running,
Ab Winner,1,pages.marketingIntel.influencer.attrData.abWinner,Ab Winner,Ab Winner,
Alert Count Suffix,1,pages.marketingIntel.influencer.attrData.alertCountSuffix,Alert Count Suffix,Alert Count Suffix,
All Compare,1,pages.marketingIntel.influencer.attrData.allCompare,All Compare,All Compare,
Analysis Journey,1,pages.marketingIntel.influencer.attrData.analysisJourney,Analysis Journey,Analysis Journey,
Anomaly Body Text,1,pages.marketingIntel.influencer.attrData.anomalyBodyText,Anomaly Body Text,Anomaly Body Text,
Anomaly Head Desc,1,pages.marketingIntel.influencer.attrData.anomalyHeadDesc,Anomaly Head Desc,Anomaly Head Desc,
Anomaly Summary,1,pages.marketingIntel.influencer.attrData.anomalySummary,Anomaly Summary,Anomaly Summary,
A Score Sub,1,pages.marketingIntel.influencer.attrData.aScoreSub,A Score Sub,A Score Sub,
Ascore Title,1,pages.marketingIntel.influencer.attrData.ascoreTitle,Ascore Title,Ascore Title,
Auto Refl,1,pages.marketingIntel.influencer.attrData.autoRefl,Auto Refl,Auto Refl,
Badge Mmm,1,pages.marketingIntel.influencer.attrData.badgeMmm,Badge Mmm,Badge Mmm,
Badge Shapley,1,pages.marketingIntel.influencer.attrData.badgeShapley,Badge Shapley,Badge Shapley,
Badge Uplift,1,pages.marketingIntel.influencer.attrData.badgeUplift,Badge Uplift,Badge Uplift,
Beta Binomial,1,pages.marketingIntel.influencer.attrData.betaBinomial,Beta Binomial,Beta Binomial,
Budget Adjust,1,pages.marketingIntel.influencer.attrData.budgetAdjust,Budget Adjust,Budget Adjust,
Channel Contrib,1,pages.marketingIntel.influencer.attrData.channelContrib,Channel Contrib,Channel Contrib,
Channel Synergy,1,pages.marketingIntel.influencer.attrData.channelSynergy,Channel Synergy,Channel Synergy,
Cohort Title,1,pages.marketingIntel.influencer.attrData.cohortTitle,Cohort Title,Cohort Title,
Compare Desc Text,1,pages.marketingIntel.influencer.attrData.compareDescText,Compare Desc Text,Compare Desc Text,
Curr Val,1,pages.marketingIntel.influencer.attrData.currVal,Curr Val,Curr Val,
Data Included,1,pages.marketingIntel.influencer.attrData.dataIncluded,Data Included,Data Included,
Expected Blend Roas,1,pages.marketingIntel.influencer.attrData.expectedBlendRoas,Expected Blend Roas,Expected Blend Roas,
Explain Ab,1,pages.marketingIntel.influencer.attrData.explainAb,Explain Ab,Explain Ab,
Explain Markov,1,pages.marketingIntel.influencer.attrData.explainMarkov,Explain Markov,Explain Markov,
Explain Mmm,1,pages.marketingIntel.influencer.attrData.explainMmm,Explain Mmm,Explain Mmm,
Explain Shapley,1,pages.marketingIntel.influencer.attrData.explainShapley,Explain Shapley,Explain Shapley,
Filter Issue,1,pages.marketingIntel.influencer.attrData.filterIssue,Filter Issue,Filter Issue,
Filter Ok,1,pages.marketingIntel.influencer.attrData.filterOk,Filter Ok,Filter Ok,
First Touch,1,pages.marketingIntel.influencer.attrData.firstTouch,First Touch,First Touch,
Bayesian A/B,1,pages.marketingIntel.influencer.attrData.guideAbName,Bayesian A/B,Bayesian A/B,
Markov+Uplift,1,pages.marketingIntel.influencer.attrData.guideMarkovName,Markov+Uplift,Markov+Uplift,
Bayesian MMM,1,pages.marketingIntel.influencer.attrData.guideMmmName,Bayesian MMM,Bayesian MMM,
Health Score,1,pages.marketingIntel.influencer.attrData.health,Health Score,Health Score,
Hub Run,1,pages.marketingIntel.influencer.attrData.hubRun,Hub Run,Hub Run,
Last Touch,1,pages.marketingIntel.influencer.attrData.lastTouch,Last Touch,Last Touch,
Ltvcac Title,1,pages.marketingIntel.influencer.attrData.ltvcacTitle,Ltvcac Title,Ltvcac Title,
Markov In Progress,1,pages.marketingIntel.influencer.attrData.markovInProgress,Markov In Progress,Markov In Progress,
🔗 Markov Chain — Removal Effect,1,pages.marketingIntel.influencer.attrData.markovRemoval,🔗 Markov Chain — Removal Effect,🔗 Markov Chain — Removal Effect,
Markov Title,1,pages.marketingIntel.influencer.attrData.markovTitle,Markov Title,Markov Title,
Mmm Sim,1,pages.marketingIntel.influencer.attrData.mmmSim,Mmm Sim,Mmm Sim,
Mmm Title,1,pages.marketingIntel.influencer.attrData.mmmTitle,Mmm Title,Mmm Title,
Model Compare Table,1,pages.marketingIntel.influencer.attrData.modelCompareTable,Model Compare Table,Model Compare Table,
No Ab Data,1,pages.marketingIntel.influencer.attrData.noAbData,No Ab Data,No Ab Data,
No Journey Data,1,pages.marketingIntel.influencer.attrData.noJourneyData,No Journey Data,No Journey Data,
No Time Series Data,1,pages.marketingIntel.influencer.attrData.noTimeSeriesData,No Time Series Data,No Time Series Data,
Radar Compare,1,pages.marketingIntel.influencer.attrData.radarCompare,Radar Compare,Radar Compare,
Real-time Sync ✓,1,pages.marketingIntel.influencer.attrData.realtimeSync,Real-time Sync ✓,Real-time Sync ✓,
Roas Surge,1,pages.marketingIntel.influencer.attrData.roasSurge,Roas Surge,Roas Surge,
Saturation Warning,1,pages.marketingIntel.influencer.attrData.saturationWarning,Saturation Warning,Saturation Warning,
Shapley Budget Rec,1,pages.marketingIntel.influencer.attrData.shapleyBudgetRec,Shapley Budget Rec,Shapley Budget Rec,
Shapley In Progress,1,pages.marketingIntel.influencer.attrData.shapleyInProgress,Shapley In Progress,Shapley In Progress,
Shapley Title,1,pages.marketingIntel.influencer.attrData.shapleyTitle,Shapley Title,Shapley Title,
Status Alert,1,pages.marketingIntel.influencer.attrData.statusAlert,Status Alert,Status Alert,
Status Crit,1,pages.marketingIntel.influencer.attrData.statusCrit,Status Crit,Status Crit,
Status Info,1,pages.marketingIntel.influencer.attrData.statusInfo,Status Info,Status Info,
Status Ok,1,pages.marketingIntel.influencer.attrData.statusOk,Status Ok,Status Ok,
Status Warn,1,pages.marketingIntel.influencer.attrData.statusWarn,Status Warn,Status Warn,
Tab Ab Desc,1,pages.marketingIntel.influencer.attrData.tabAbDesc,Tab Ab Desc,Tab Ab Desc,
Tab Ab Label,1,pages.marketingIntel.influencer.attrData.tabAbLabel,Tab Ab Label,Tab Ab Label,
Tab Anomaly Desc,1,pages.marketingIntel.influencer.attrData.tabAnomalyDesc,Tab Anomaly Desc,Tab Anomaly Desc,
Tab Anomaly Label,1,pages.marketingIntel.influencer.attrData.tabAnomalyLabel,Tab Anomaly Label,Tab Anomaly Label,
Tab Cohort Desc,1,pages.marketingIntel.influencer.attrData.tabCohortDesc,Tab Cohort Desc,Tab Cohort Desc,
Tab Cohort Label,1,pages.marketingIntel.influencer.attrData.tabCohortLabel,Tab Cohort Label,Tab Cohort Label,
Tab Compare Desc,1,pages.marketingIntel.influencer.attrData.tabCompareDesc,Tab Compare Desc,Tab Compare Desc,
Tab Compare Label,1,pages.marketingIntel.influencer.attrData.tabCompareLabel,Tab Compare Label,Tab Compare Label,
Tab Ltv Desc,1,pages.marketingIntel.influencer.attrData.tabLtvDesc,Tab Ltv Desc,Tab Ltv Desc,
Tab Markov Desc,1,pages.marketingIntel.influencer.attrData.tabMarkovDesc,Tab Markov Desc,Tab Markov Desc,
Tab Markov Label,1,pages.marketingIntel.influencer.attrData.tabMarkovLabel,Tab Markov Label,Tab Markov Label,
Tab Mmm Desc,1,pages.marketingIntel.influencer.attrData.tabMmmDesc,Tab Mmm Desc,Tab Mmm Desc,
Tab Mmm Label,1,pages.marketingIntel.influencer.attrData.tabMmmLabel,Tab Mmm Label,Tab Mmm Label,
Tab Mta Desc,1,pages.marketingIntel.influencer.attrData.tabMtaDesc,Tab Mta Desc,Tab Mta Desc,
Tab Mta Label,1,pages.marketingIntel.influencer.attrData.tabMtaLabel,Tab Mta Label,Tab Mta Label,
Tab Shapley Desc,1,pages.marketingIntel.influencer.attrData.tabShapleyDesc,Tab Shapley Desc,Tab Shapley Desc,
Tab Shapley Label,1,pages.marketingIntel.influencer.attrData.tabShapleyLabel,Tab Shapley Label,Tab Shapley Label,
Time Series,1,pages.marketingIntel.influencer.attrData.timeSeries,Time Series,Time Series,
Top Paths,1,pages.marketingIntel.influencer.attrData.topPaths,Top Paths,Top Paths,
Total Cac,1,pages.marketingIntel.influencer.attrData.totalCac,Total Cac,Total Cac,
Total Ltv,1,pages.marketingIntel.influencer.attrData.totalLtv,Total Ltv,Total Ltv,
Total Str,1,pages.marketingIntel.influencer.attrData.totalStr,Total Str,Total Str,
Uplift Sub,1,pages.marketingIntel.influencer.attrData.upliftSub,Uplift Sub,Uplift Sub,
Uplift Title,1,pages.marketingIntel.influencer.attrData.upliftTitle,Uplift Title,Uplift Title,
🏆 Winner,1,pages.marketingIntel.influencer.attrData.winner,🏆 Winner,🏆 Winner,
Average ROI,1,pages.marketingIntel.influencer.avgRoi,Average ROI,Average ROI,
Col Content,1,pages.marketingIntel.influencer.colContent,Col Content,Col Content,
Col Likes,1,pages.marketingIntel.influencer.colLikes,Col Likes,Col Likes,
+ Create Marketing Campaign,1,pages.marketingIntel.influencer.createCampaign,+ Create Marketing Campaign,+ Create Marketing Campaign,
Est Total,1,pages.marketingIntel.influencer.estTotal,Est Total,Est Total,
Contrib Creative,1,pages.marketingIntel.influencer.graph.contribCreative,Contrib Creative,Contrib Creative,
Contrib Influencer,1,pages.marketingIntel.influencer.graph.contribInfluencer,Contrib Influencer,Contrib Influencer,
Contrib Path,1,pages.marketingIntel.influencer.graph.contribPath,Contrib Path,Contrib Path,
No Edge,1,pages.marketingIntel.influencer.graph.noEdge,No Edge,No Edge,
No Path,1,pages.marketingIntel.influencer.graph.noPath,No Path,No Path,
Path W,1,pages.marketingIntel.influencer.graph.pathW,Path W,Path W,
Source Node,1,pages.marketingIntel.influencer.graph.sourceNode,Source Node,Source Node,
Target Node,1,pages.marketingIntel.influencer.graph.targetNode,Target Node,Target Node,
Top Influencer,1,pages.marketingIntel.influencer.graph.topInfluencer,Top Influencer,Top Influencer,
Perf Rate,1,pages.marketingIntel.influencer.perfRate,Perf Rate,Perf Rate,
Recom Flat,1,pages.marketingIntel.influencer.recomFlat,Recom Flat,Recom Flat,
Active Users,1,pages.marketingIntel.influencer.system.activeUsers,Active Users,Active Users,
Api Latency,1,pages.marketingIntel.influencer.system.apiLatency,Api Latency,Api Latency,
Error Rate,1,pages.marketingIntel.influencer.system.errorRate,Error Rate,Error Rate,
Server Status,1,pages.marketingIntel.influencer.system.serverStatus,Server Status,Server Status,
Analysis Dashboard,1,pages.marketingIntel.influencer.tabAnalytics,Analysis Dashboard,Tab Analytics,
📣 Campaign Management,1,pages.marketingIntel.influencer.tabCampaigns,📣 Campaign Management,📣 Campaign Management,
Tab Ugc,1,pages.marketingIntel.influencer.tabUgc,Tab Ugc,Tab Ugc,
Total Influencers,1,pages.marketingIntel.influencer.totalInfluencers,Total Influencers,Total Influencers,
Kpi Contrib,1,pages.marketingIntel.kpiContrib,Kpi Contrib,Kpi Contrib,
Kpi Contrib Sub,1,pages.marketingIntel.kpiContribSub,Kpi Contrib Sub,Kpi Contrib Sub,
Kpi Metric,1,pages.marketingIntel.kpiMetric,Kpi Metric,Kpi Metric,
Kpi Table,1,pages.marketingIntel.kpiTable,Kpi Table,Kpi Table,
✅ [Approve],1,pages.marketingIntel.logApproved,✅ [Approve],✅ [Approve],
Log Executed,1,pages.marketingIntel.logExecuted,Log Executed,Log Executed,
Log Rejected,1,pages.marketingIntel.logRejected,Log Rejected,Log Rejected,
Integration,1,pages.marketingIntel.marketingIntel.aiPredict.tab.integration,Integration,Integration,
Attr Ai Run,1,pages.marketingIntel.marketingIntel.banner.attrAiRun,Attr Ai Run,Attr Ai Run,
Attr Ai,1,pages.marketingIntel.marketingIntel.banner.attrAiSub,Attr Ai,Attr Ai,
All Normal,1,pages.marketingIntel.marketingIntel.banner.kpiAllNormal,All Normal,All Normal,
Rule Action,1,pages.marketingIntel.marketingIntel.banner.kpiRuleAction,Rule Action,Rule Action,
Rules Active,1,pages.marketingIntel.marketingIntel.banner.kpiRulesActive,Rules Active,Rules Active,
Rules Fired,1,pages.marketingIntel.marketingIntel.banner.kpiRulesFired,Rules Fired,Rules Fired,
Pnl Ai Action,1,pages.marketingIntel.marketingIntel.banner.pnlAiAction,Pnl Ai Action,Pnl Ai Action,
Pnl Budget Action,1,pages.marketingIntel.marketingIntel.banner.pnlBudgetAction,Pnl Budget Action,Pnl Budget Action,
Ch Name,1,pages.marketingIntel.marketingIntel.channelKpiPage.chName_,Ch Name,Ch Name,
